time,replica_id,match_rate
34.51,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0007678525723061172
34.84,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9942573335402762
35.56,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0014144271570014145
35.74,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,0.0012934518997574779
35.91,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
35.92,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.0006892590465249856
36.13,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,0.0011237533361427166
36.54,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
36.59,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.002162318004901254
37.0,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0027929414751809065
37.13,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.0007740936653335053
37.2,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
37.8,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.0008210180623973727
38.13,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0010792660990526443
39.15,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
39.65,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.002986985278429699
39.85,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
39.85,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0010430636268812397
40.95,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
41.04,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.006246677299308878
41.4,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
41.54,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0009545888449474976
41.76,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.942568400295785
42.06,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.8675176601809393
43.18,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9046052631578947
43.2,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
43.31,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.9856780735107731
43.33,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
43.33,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0012204424103737605
45.14,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0012206700122067001
45.46,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
46.26,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0035783099366914397
46.6,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
46.76,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0009006690684508493
46.91,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,0.8933752194400814
46.93,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9551870938830384
47.19,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
47.24,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.001922424516566776
47.41,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.7887785291631445
47.63,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
47.86,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0007782101167315176
47.93,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
48.62,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
53.39,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
53.51,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9847253017984725
53.64,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.8985053875564825
53.78,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9946164199192463
53.99,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.8744579587519831
54.31,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
54.39,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
54.86,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
54.88,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9471568743350278
55.13,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
55.17,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.0018124150430448573
55.27,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.9522289913934823
56.39,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
56.4,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,0.9798891183824329
57.0,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
57.17,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.0006132282084975909
57.53,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
58.27,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
58.68,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
58.72,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
58.87,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.861325493078525
59.21,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
59.8,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
60.23,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.8079157894736843
60.24,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
60.27,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.8232693426410704
61.46,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
62.53,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
62.73,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,0.9599666388657214
62.91,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
62.92,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,1.0
63.99,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0011498217776244682
64.03,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
64.09,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9518135393479115
64.59,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
65.73,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.0012558869701726845
65.97,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
66.09,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
66.28,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
66.29,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
67.13,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,0.9960668633235005
67.48,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
67.8,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
67.98,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
68.48,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
68.58,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
68.77,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9kpkvo6w,1.0
71.74,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
72.02,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.0008916629514043691
72.41,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#tjjsos18,0.9586436909394108
72.67,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#9ax4zczk,1.0
72.83,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
72.88,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,1.0
73.17,SERVE_REPLICA::llm_app#LLMDeploymentQwen--Qwen2_5-1_5B-Instruct#klh44f7m,0.8986780068410835
